
'OWNER'||','||'TABLE_NAME'||','||'CONSTRAINT_NAME'||'
OWNER,TABLE_NAME,CONSTRAINT_NAME,COLUMN_NAME,POSITION
APEX_040200,WWV_FLOW_LOAD_TABLE_RULES,WWV_FLOW_LOAD_TAB_RULE_UK1,RULE_NAME,3
APEX_040200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_UK1,PAGE_TEMPLATE_ID,1
APEX_040200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_UK1,PLACEHOLDER,2
APEX_040200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_UK2,PAGE_TEMPLATE_ID,1
APEX_040200,WWV_FLOW_PAGE_TMPL_DISP_POINTS,WWV_PAGE_TMPL_DP_UK2,NAME,2
APEX_040200,WWV_FLOW_PKG_APPLICATIONS,WWV_FLOW_PKG_APP_UK1,APEX_APPLICATION_ID,1
APEX_040200,WWV_FLOW_PKG_APPLICATIONS,WWV_FLOW_PKG_APP_UK2,ROW_KEY,1
APEX_040200,WWV_FLOW_PKG_APPLICATIONS,WWV_FLOW_PKG_APP_UK3,APEX_WEBSHEET_ID,1
APEX_040200,WWV_FLOW_PKG_APP_CATEGORIES,WWV_FLOW_PKG_APP_CATS_UK1,CATEGORY_NAME,1
APEX_040200,WWV_FLOW_PLUGINS,WWV_FLOW_PLUGIN_UK,FLOW_ID,1
APEX_040200,WWV_FLOW_PLUGINS,WWV_FLOW_PLUGIN_UK,PLUGIN_TYPE,2
APEX_040200,WWV_FLOW_PLUGINS,WWV_FLOW_PLUGIN_UK,NAME,3
APEX_040200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_UK,PLUGIN_ID,1
APEX_040200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_UK,ATTRIBUTE_SCOPE,2
APEX_040200,WWV_FLOW_PLUGIN_ATTRIBUTES,WWV_FLOW_PLUGIN_ATTR_UK,ATTRIBUTE_SEQUENCE,3
APEX_040200,WWV_FLOW_PLUGIN_EVENTS,WWV_FLOW_PLUGIN_EVNT_UK,PLUGIN_ID,1
APEX_040200,WWV_FLOW_PLUGIN_EVENTS,WWV_FLOW_PLUGIN_EVNT_UK,NAME,2
APEX_040200,WWV_FLOW_PLUGIN_FILES,WWV_FLOW_PLUGIN_FILE_UK,PLUGIN_ID,1
APEX_040200,WWV_FLOW_PLUGIN_FILES,WWV_FLOW_PLUGIN_FILE_UK,FILE_NAME,2
APEX_040200,WWV_FLOW_PLUGIN_SETTINGS,WWV_FLOW_PLUGIN_SET_UK,FLOW_ID,1
APEX_040200,WWV_FLOW_PLUGIN_SETTINGS,WWV_FLOW_PLUGIN_SET_UK,PLUGIN_TYPE,2
APEX_040200,WWV_FLOW_PLUGIN_SETTINGS,WWV_FLOW_PLUGIN_SET_UK,PLUGIN,3
APEX_040200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_UK1,PLUG_TEMPLATE_ID,1
APEX_040200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_UK1,PLACEHOLDER,2
APEX_040200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_UK2,PLUG_TEMPLATE_ID,1
APEX_040200,WWV_FLOW_PLUG_TMPL_DISP_POINTS,WWV_PLUG_TMPL_DP_UK2,NAME,2
APEX_040200,WWV_FLOW_RT$PENDING_APPROVALS,WWV_FLOW_RT$PEND_APPRV_UNIQUE1,APPROVAL_ID,1
APEX_040200,WWV_FLOW_RT$PENDING_APPROVALS,WWV_FLOW_RT$PEND_APPRV_UNIQUE1,CLIENT_STATE,2
